id,name,metropole,preis,angebot,preis_entwicklung,angebot_entwicklung,autobahn,zug,supermarkt,pendler,einwohner,gesundheit,schule
1060,Segeberg,Hamburg,3303,993.0,3.90059767222397,-27.5711159737418,5920.0,3830.0,2790.0,31.29505344270445,7.74081255630028,56.8,39.0006093845216
1062,Stormarn,Hamburg,3655,894.0,1.95258019525801,-29.4396211523283,5230.0,4990.0,2120.0,43.74388563898816,5.706042222136354,59.9,34.2373331936987
5166,Viersen,Düsseldorf,2794,883.0,2.41935483870968,-26.046901172529303,3510.0,4200.0,1050.0,11.651512308295944,0.6958923397687666,60.2,24.431715007346
5170,Wesel,Düsseldorf,2687,1112.0,4.02632597754549,-23.3103448275862,4640.0,4000.0,1390.0,5.980558971680789,-0.1710561627128126,55.6,25.4539465381563
5315,Köln,Düsseldorf,4755,3244.0,8.191126279863491,-27.101123595505598,2590.0,2400.0,740.0,5.9712040362655605,0.0034167241815152,61.5,25.4747078455662
5315,Köln,Köln,4755,3244.0,8.191126279863491,-27.101123595505598,2590.0,2400.0,740.0,5.9712040362655605,0.0034167241815152,61.5,25.4747078455662
14713,Leipzig,Leipzig,3114,2546.0,4.18200066912011,-31.4301104228387,7180.0,1440.0,640.0,4.1931577353920675,16.73745003244771,61.4,27.9086724989877
14729,Landkreis Leipzig,Leipzig,2026,801.0,-3.47784659361601,-29.9212598425197,7840.0,3060.0,3160.0,2.032328197372152,0.5783022835031515,71.5,37.083338112114
5316,Leverkusen,Düsseldorf,3217,415.0,1.32283464566929,-29.898648648648702,3370.0,2840.0,910.0,28.123350674809625,4.954791591110896,65.8,24.0364392418907
5316,Leverkusen,Köln,3217,415.0,1.32283464566929,-29.898648648648702,3370.0,2840.0,910.0,28.123350674809625,4.954791591110896,65.8,24.0364392418907
8118,Ludwigsburg,Stuttgart,3927,2464.0,0.5891393442623,-25.4913819171455,6420.0,2970.0,1560.0,23.5837969129515,3.494933700759373,59.9,35.9407537444305
3355,Lüneburg,Hamburg,3184,626.0,2.94212738441642,-26.869158878504702,10230.0,6220.0,2810.0,17.160771485040552,2.142450466864032,63.7,40.2416617688328
6435,Main-Kinzig-Kreis,Frankfurt,3008,1271.0,1.3135735938026198,-31.5193965517241,5730.0,3110.0,1930.0,21.253653415056327,3.9493071782583433,57.6,44.2394274680761
6436,Main-Taunus-Kreis,Frankfurt,4143,983.0,-0.7902298850574699,-28.973988439306396,4250.0,1800.0,1400.0,36.528153430046714,5.519364211699451,54.3,39.8673281081103
7315,Mainz,Frankfurt,4262,728.0,9.562982005141391,-33.2722273143905,3040.0,2320.0,690.0,12.880873178663665,10.413995146876044,57.4,22.8813445257504
9182,Miesbach,München,7882,432.0,6.816641821385019,-17.870722433460102,13890.0,2630.0,2009.9999999999998,18.556701030927837,2.08001350795175,72.8,39.4279011542518
12064,Märkisch-Oderland,Berlin,3021,496.0,-5.08953817153629,-36.8956743002545,15110.0,3610.0,2490.0,36.88715757094411,5.809816771432397,59.3,58.674065565782
5116,Mönchengladbach,Düsseldorf,2456,860.0,10.8303249097473,-32.069510268562404,3020.0,2450.0,920.0,11.672044961894208,4.931650770129403,61.5,26.0278200213428
5117,Mülheim an der Ruhr,Düsseldorf,2718,430.0,-0.73046018991964,-27.609427609427602,2600.0,3320.0,1070.0,11.446198171113616,3.74008424640273,57.1,21.3558050272719
9162,München,München,8702,6308.0,3.8920725883476495,-17.9607231109377,3280.0,2160.0,570.0,2.7997529875158556,7.232616969721417,65.3,24.1661358944582
9184,Landkreis München,München,6974,1424.0,-1.260087781396,-15.639810426540299,3110.0,2070.0,990.0,48.23802762359623,8.297006238027404,54.9,27.0586922561928
14730,Nordsachsen,Leipzig,1687,459.0,-0.29550827423168,-27.373417721519,19630.0,4800.0,2840.0,1.7805368077862391,1.0819165378670892,63.7,43.0671848083009
5374,Oberbergischer Kreis,Köln,2262,712.0,4.62534690101757,-29.1542288557214,9360.0,7800.0,2430.0,7.13762002773778,0.969660784573878,54.1,34.8160371371062
5119,Oberhausen,Düsseldorf,2295,429.0,5.56577736890525,-22.5631768953069,1800.0,2110.0,860.0,7.46706831410191,1.669007880764739,53.8,20.8433010104263
12065,Oberhavel,Berlin,3576,662.0,-0.91438071487947,-31.540847983454,10450.0,2610.0,3170.0,42.701169956238274,7.4831076067708,61.2,53.0031299262068
12067,Oder-Spree,Berlin,2936,423.0,3.4531360112755505,-40.921787709497195,11630.0,3420.0,3400.0,20.905923344947738,1.9497647517325856,57.6,58.4827284652383
6438,Offenbach,Frankfurt,3668,1275.0,3.14960629921259,-28.850446428571402,4580.0,1650.0,870.0,28.970171305354793,6.040771415401536,55.9,39.2364531343889
6413,Offenbach am Main,Frankfurt,3983,424.0,4.98154981549817,-23.603603603603602,2540.0,1250.0,550.0,40.09579085662969,12.741032109111128,60.2,45.0217728245626
12054,Potsdam,Berlin,5324,499.0,7.72966410360179,-26.1834319526627,6780.0,2310.0,1040.0,29.424877396344183,15.574202287778435,64.1,55.5796044228539
12069,Potsdam-Mittelmark,Berlin,3880,679.0,2.67266472611802,-33.756097560975604,6500.0,4420.0,4300.0,27.41317485673432,7.715717165391323,60.3,55.0259248157973
8119,Rems-Murr-Kreis,Stuttgart,3658,1771.0,1.10558319513543,-26.6666666666667,20860.0,2760.0,1650.0,21.91178135665414,7.650179660345335,55.6,43.2811733802366
5120,Remscheid,Düsseldorf,2297,353.0,5.95018450184501,-21.2053571428571,3650.0,2100.0,1060.0,6.041609884618879,4.306276977101464,61.3,27.4409135168628
5120,Remscheid,Köln,2297,353.0,5.95018450184501,-21.2053571428571,3650.0,2100.0,1060.0,6.041609884618879,4.306276977101464,61.3,27.4409135168628
8415,Reutlingen,Stuttgart,3488,1034.0,1.04287369640788,-26.7186392629341,26480.0,3600.0,1690.0,5.9213925207646145,6.805465049819626,60.7,42.91202354031
5362,Rhein-Erft-Kreis,Düsseldorf,3225,1635.0,1.06549670949545,-26.8783542039356,3440.0,3710.0,1230.0,37.36939906934839,4.75382152720365,60.3,27.8592649727956
5362,Rhein-Erft-Kreis,Köln,3225,1635.0,1.06549670949545,-26.8783542039356,3440.0,3710.0,1230.0,37.36939906934839,4.75382152720365,60.3,27.8592649727956
5162,Rhein-Kreis Neuss,Düsseldorf,3431,1645.0,4.4762484774665,-22.0009483167378,3170.0,2690.0,1280.0,30.679647278496724,4.137514941089426,60.2,26.159634811498
5162,Rhein-Kreis Neuss,Köln,3431,1645.0,4.4762484774665,-22.0009483167378,3170.0,2690.0,1280.0,30.679647278496724,4.137514941089426,60.2,26.159634811498
5382,Rhein-Sieg-Kreis,Köln,3186,1790.0,1.01458465440709,-31.522570772762098,5030.0,4180.0,1750.0,18.231927964318775,4.253446505956027,62.5,28.8270817329662
6439,Rheingau-Taunus-Kreis,Frankfurt,3156,689.0,0.9274064598656799,-30.4742684157417,8670.0,6680.0,3020.0,12.383142596649748,2.8406232899049755,59.2,39.4907275771648
5378,Rheinisch-Bergischer Kreis,Düsseldorf,3349,904.0,6.6560509554140195,-33.4315169366716,4570.0,5520.0,1670.0,31.3515240817341,2.018007388568943,59.3,29.988353360439
5378,Rheinisch-Bergischer Kreis,Köln,3349,904.0,6.6560509554140195,-33.4315169366716,4570.0,5520.0,1670.0,31.3515240817341,2.018007388568943,59.3,29.988353360439
15088,Saalekreis,Leipzig,1536,495.0,2.74247491638795,-29.386590584878704,6290.0,3220.0,3880.0,2.213300391187976,-3.456349059545394,61.1,37.9908279286857
5122,Solingen,Düsseldorf,2730,525.0,0.8124076809453399,-5.063291139240509,5940.0,2570.0,1000.0,14.227830874392996,6.929099384480675,58.1,23.5228574081525
5122,Solingen,Köln,2730,525.0,0.8124076809453399,-5.063291139240509,5940.0,2570.0,1000.0,14.227830874392996,6.929099384480675,58.1,23.5228574081525
3359,Stade,Hamburg,2659,749.0,-1.26253249164501,-25.174825174825198,9100.0,4320.0,2640.0,27.331941640144645,6.068066544419981,54.9,47.2887022561439
9188,Starnberg,München,7186,489.0,-3.69874028410614,-16.695059625213,5910.0,2330.0,1760.0,33.856731394592586,7.25391801127151,68.3,32.358503455169
8111,Stuttgart,Stuttgart,4759,2366.0,1.70976704424022,-21.238348868175798,8080.0,2400.0,740.0,2.9213113774244643,2.537382575814595,57.2,34.5707231753288
12072,Teltow-Fläming,Berlin,3119,482.0,-1.9182389937107,-29.4289897510981,15150.0,3350.0,2890.0,30.73174565747072,11.105544631338994,54.8,50.9855335552044
8416,Tübingen,Stuttgart,3992,605.0,4.14818679885207,-18.9008042895442,17280.0,2460.0,1910.0,7.0033369465876,8.377618732956705,59.8,43.4691816287305
6440,Wetteraukreis,Frankfurt,3178,864.0,3.1818181818181697,-31.3741064336775,7140.0,2980.0,1990.0,23.89908080458444,5.703544941144445,64.0,42.0644213473799
6414,Wiesbaden,Frankfurt,4476,1083.0,8.66715222141297,-31.063017186505398,3030.0,2510.0,940.0,13.907000686341798,5.356959462433419,66.1,37.4752208236142
5124,Wuppertal,Düsseldorf,2369,1063.0,8.47069597069596,-22.2953216374269,2570.0,2320.0,960.0,10.097188218710588,4.580836140396927,58.9,28.1385643203004
